,ligandA,ligandB,D_mol_weight,D_rot_bonds,D_rings,D_heavy_atoms,D_atoms,D_charge,charge
shp2_edge_E24_E30,E24,E30,13.020401096000057,1.0,0.0,1.0,4.0,0.0,constant_charge
shp2_edge_E25_E3,E25,E3,52.99985568000051,0.0,0.0,4.0,4.0,0.0,charge_move
shp2_edge_E26_E25,E26,E25,18.01056468400003,2.0,0.0,1.0,3.0,0.0,constant_charge
shp2_edge_E26_E6,E26,E6,27.010899032000054,1.0,0.0,2.0,3.0,0.0,charge_move
shp2_edge_E26_SHP836-2,E26,SHP836-2,43.00581365200003,2.0,0.0,3.0,4.0,0.0,charge_to_dummy
shp2_edge_E27_E4,E27,E4,47.94998429600042,1.0,0.0,2.0,0.0,0.0,charge_move
shp2_edge_E28_6,E28,6,14.89550619999983,1.0,1.0,2.0,7.0,0.0,charge_to_dummy
shp2_edge_E29_11,E29,11,77.90640523199988,1.0,0.0,3.0,1.0,0.0,constant_charge
shp2_edge_E29_E9,E29,E9,63.89075516799983,0.0,0.0,2.0,4.0,0.0,charge_move
shp2_edge_E2_E1,E2,E1,19.945377583999914,1.0,0.0,0.0,3.0,0.0,constant_charge
shp2_edge_E2_E23,E2,E23,53.906405231999884,1.0,0.0,1.0,3.0,0.0,charge_to_dummy
shp2_edge_E2_E4,E2,E4,28.00460671200051,0.0,0.0,2.0,3.0,0.0,constant_charge
shp2_edge_E4_E3,E4,E3,19.945377583999914,1.0,0.0,0.0,3.0,0.0,constant_charge
shp2_edge_E6_6,E6,6,30.01056468400003,2.0,0.0,2.0,4.0,0.0,charge_to_dummy
shp2_edge_E6_E25,E6,E25,9.000334348000024,1.0,0.0,1.0,0.0,0.0,charge_move
shp2_edge_E6_E8,E6,E8,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,charge_move
shp2_edge_E8_E30,E8,E30,13.020401096000057,1.0,0.0,1.0,4.0,0.0,charge_to_dummy
shp2_edge_E8_E4,E8,E4,61.96563436000048,0.0,0.0,3.0,3.0,0.0,charge_to_dummy
shp2_edge_E9_E30,E9,E30,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,charge_to_dummy
shp2_edge_SHP099-1_10,SHP099-1,10,15.010899032000054,1.0,0.0,1.0,2.0,0.0,constant_charge
shp2_edge_SHP099-1_E1,SHP099-1,E1,0.0,0.0,0.0,0.0,0.0,0.0,constant_charge
shp2_edge_SHP099-1_E14,SHP099-1,E14,14.015650064000056,0.0,0.0,1.0,3.0,0.0,charge_to_dummy
shp2_edge_SHP099-1_E2,SHP099-1,E2,19.945377583999914,1.0,0.0,0.0,3.0,0.0,constant_charge
shp2_edge_SHP099-1_E22,SHP099-1,E22,77.910512068,0.0,0.0,1.0,0.0,0.0,constant_charge
shp2_edge_SHP099-1_E23,SHP099-1,E23,33.96102764799997,0.0,0.0,1.0,0.0,0.0,constant_charge
shp2_edge_SHP099-1_E24,SHP099-1,E24,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
shp2_edge_SHP099-1_E25,SHP099-1,E25,24.995248968,0.0,0.0,2.0,1.0,0.0,charge_move
shp2_edge_SHP099-1_E26,SHP099-1,E26,43.00581365200003,2.0,0.0,3.0,4.0,0.0,charge_move
shp2_edge_SHP099-1_E28,SHP099-1,E28,28.911156263999885,0.0,1.0,1.0,4.0,0.0,constant_charge
shp2_edge_SHP099-1_E30,SHP099-1,E30,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,constant_charge
shp2_edge_SHP099-1_E5,SHP099-1,E5,30.01056468400003,2.0,0.0,2.0,4.0,0.0,charge_move
shp2_edge_SHP099-1_E8,SHP099-1,E8,14.015650064000056,1.0,0.0,1.0,3.0,0.0,charge_move
shp2_edge_SHP836-2_E27,SHP836-2,E27,0.0,0.0,0.0,0.0,0.0,0.0,constant_charge
shp2_edge_SHP836-2_E5,SHP836-2,E5,30.01056468400003,2.0,0.0,2.0,4.0,0.0,charge_move
syk_edge_CHEMBL3264995_CHEMBL3264994,CHEMBL3264995,CHEMBL3264994,3.958529111999894,0.0,0.0,0.0,4.0,0.0,charge_to_dummy
syk_edge_CHEMBL3264995_CHEMBL3265001,CHEMBL3264995,CHEMBL3265001,24.022466760000157,0.0,1.0,2.0,2.0,0.0,charge_to_dummy
syk_edge_CHEMBL3264997_CHEMBL3264994,CHEMBL3264997,CHEMBL3264994,3.958529111999894,0.0,0.0,0.0,4.0,0.0,charge_to_dummy
syk_edge_CHEMBL3264997_CHEMBL3264995,CHEMBL3264997,CHEMBL3264995,0.0,0.0,0.0,0.0,0.0,0.0,charge_to_dummy
syk_edge_CHEMBL3264998_CHEMBL3264995,CHEMBL3264998,CHEMBL3264995,14.015650064000056,1.0,0.0,1.0,3.0,0.0,charge_to_dummy
syk_edge_CHEMBL3264998_CHEMBL3265001,CHEMBL3264998,CHEMBL3265001,10.0068166960001,1.0,1.0,1.0,1.0,0.0,charge_to_dummy
syk_edge_CHEMBL3264999_CHEMBL3264996,CHEMBL3264999,CHEMBL3264996,14.999665652000033,1.0,0.0,1.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265000_CHEMBL3264994,CHEMBL3265000,CHEMBL3264994,80.95206382800001,3.0,0.0,4.0,3.0,0.0,constant_charge
syk_edge_CHEMBL3265000_CHEMBL3264995,CHEMBL3265000,CHEMBL3264995,76.99353471600011,3.0,0.0,4.0,7.0,0.0,constant_charge
syk_edge_CHEMBL3265000_CHEMBL3264997,CHEMBL3265000,CHEMBL3264997,76.99353471600011,3.0,0.0,4.0,7.0,0.0,charge_to_dummy
syk_edge_CHEMBL3265002_CHEMBL3264996,CHEMBL3265002,CHEMBL3264996,8.01631875999999,2.0,1.0,1.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265002_CHEMBL3264999,CHEMBL3265002,CHEMBL3264999,23.015984412000023,1.0,1.0,2.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265002_CHEMBL3265001,CHEMBL3265002,CHEMBL3265001,0.9832214839100288,0.0,0.0,0.0,3.0,1.0,charge_change
syk_edge_CHEMBL3265003_CHEMBL3264999,CHEMBL3265003,CHEMBL3264999,23.015984412000023,1.0,1.0,2.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265004_CHEMBL3264999,CHEMBL3265004,CHEMBL3264999,23.015984412000023,1.0,1.0,2.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265004_CHEMBL3265001,CHEMBL3265004,CHEMBL3265001,0.9832214839100288,0.0,0.0,0.0,3.0,1.0,charge_change
syk_edge_CHEMBL3265004_CHEMBL3265002,CHEMBL3265004,CHEMBL3265002,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265004_CHEMBL3265003,CHEMBL3265004,CHEMBL3265003,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265006_CHEMBL3265011,CHEMBL3265006,CHEMBL3265011,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265006_CHEMBL3265026,CHEMBL3265006,CHEMBL3265026,0.0,3.0,1.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265008_CHEMBL3259820,CHEMBL3265008,CHEMBL3259820,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265008_CHEMBL3265005,CHEMBL3265008,CHEMBL3265005,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265008_CHEMBL3265006,CHEMBL3265008,CHEMBL3265006,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265009_CHEMBL3265003,CHEMBL3265009,CHEMBL3265003,128.0374481280001,1.0,2.0,10.0,14.0,0.0,no_charge
syk_edge_CHEMBL3265009_CHEMBL3265005,CHEMBL3265009,CHEMBL3265005,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265009_CHEMBL3265006,CHEMBL3265009,CHEMBL3265006,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265009_CHEMBL3265008,CHEMBL3265009,CHEMBL3265008,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265009_CHEMBL3265020,CHEMBL3265009,CHEMBL3265020,18.010564684000087,3.0,1.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265010_CHEMBL3264996,CHEMBL3265010,CHEMBL3264996,104.02621474800014,2.0,1.0,8.0,12.0,0.0,no_charge
syk_edge_CHEMBL3265010_CHEMBL3265011,CHEMBL3265010,CHEMBL3265011,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265012_CHEMBL3259820,CHEMBL3265012,CHEMBL3259820,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265012_CHEMBL3265002,CHEMBL3265012,CHEMBL3265002,124.06252000400019,2.0,2.0,10.0,17.0,0.0,no_charge
syk_edge_CHEMBL3265012_CHEMBL3265010,CHEMBL3265012,CHEMBL3265010,12.019986496000058,2.0,0.0,1.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265013_CHEMBL3259820,CHEMBL3265013,CHEMBL3259820,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265013_CHEMBL3265004,CHEMBL3265013,CHEMBL3265004,128.0374481280001,1.0,2.0,10.0,14.0,0.0,no_charge
syk_edge_CHEMBL3265013_CHEMBL3265012,CHEMBL3265013,CHEMBL3265012,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265013_CHEMBL3265020,CHEMBL3265013,CHEMBL3265020,18.010564684000087,3.0,1.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265013_CHEMBL3265023,CHEMBL3265013,CHEMBL3265023,2.999665651999976,2.0,1.0,0.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265014_CHEMBL3265006,CHEMBL3265014,CHEMBL3265006,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265014_CHEMBL3265022,CHEMBL3265014,CHEMBL3265022,18.99458027199995,3.0,1.0,1.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265014_CHEMBL3265025,CHEMBL3265014,CHEMBL3265025,2.0156500640001127,4.0,1.0,0.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265014_CHEMBL3265028,CHEMBL3265014,CHEMBL3265028,63.02079502000004,6.0,1.0,4.0,9.0,0.0,no_charge
syk_edge_CHEMBL3265015_CHEMBL3259820,CHEMBL3265015,CHEMBL3259820,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265015_CHEMBL3264999,CHEMBL3265015,CHEMBL3264999,105.02146371600008,2.0,1.0,8.0,11.0,0.0,no_charge
syk_edge_CHEMBL3265015_CHEMBL3265009,CHEMBL3265015,CHEMBL3265009,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265015_CHEMBL3265011,CHEMBL3265015,CHEMBL3265011,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265015_CHEMBL3265014,CHEMBL3265015,CHEMBL3265014,15.994914619999975,1.0,0.0,1.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265015_CHEMBL3265017,CHEMBL3265015,CHEMBL3265017,17.015315716000032,3.0,1.0,1.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265016_CHEMBL3265005,CHEMBL3265016,CHEMBL3265005,3.9949146199999745,2.0,1.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265016_CHEMBL3265020,CHEMBL3265016,CHEMBL3265020,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265002,CHEMBL3265017,CHEMBL3265002,145.05276384400014,4.0,1.0,11.0,18.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265016,CHEMBL3265017,CHEMBL3265016,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265020,CHEMBL3265017,CHEMBL3265020,0.9952489680000554,0.0,0.0,0.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265024,CHEMBL3265017,CHEMBL3265024,30.99458027199995,0.0,0.0,2.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265026,CHEMBL3265017,CHEMBL3265026,17.015315716000032,0.0,0.0,1.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265027,CHEMBL3265017,CHEMBL3265027,60.02112936800012,4.0,0.0,4.0,8.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265029,CHEMBL3265017,CHEMBL3265029,30.01056468400003,2.0,0.0,2.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265017_CHEMBL3265032,CHEMBL3265017,CHEMBL3265032,25.03163447600008,3.0,1.0,2.0,5.0,0.0,no_charge
syk_edge_CHEMBL3265018_CHEMBL3265005,CHEMBL3265018,CHEMBL3265005,2.999665652000033,2.0,1.0,0.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265018_CHEMBL3265011,CHEMBL3265018,CHEMBL3265011,17.01531571600009,3.0,1.0,1.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265018_CHEMBL3265019,CHEMBL3265018,CHEMBL3265019,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265019_CHEMBL3265005,CHEMBL3265019,CHEMBL3265005,2.0044166840000344,2.0,1.0,0.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265020_CHEMBL3265026,CHEMBL3265020,CHEMBL3265026,18.010564684000087,0.0,0.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265011,CHEMBL3265021,CHEMBL3265011,17.01531571600009,3.0,1.0,1.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265013,CHEMBL3265021,CHEMBL3265013,17.01531571600009,3.0,1.0,1.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265017,CHEMBL3265021,CHEMBL3265017,5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265020,CHEMBL3265021,CHEMBL3265020,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265022,CHEMBL3265021,CHEMBL3265022,14.015650064000113,1.0,0.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265023,CHEMBL3265021,CHEMBL3265023,14.015650064000113,1.0,0.0,1.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265024,CHEMBL3265021,CHEMBL3265024,30.994580272000007,0.0,0.0,2.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265021_CHEMBL3265035,CHEMBL3265021,CHEMBL3265035,13.031634476000136,1.0,0.0,1.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265023_CHEMBL3265020,CHEMBL3265023,CHEMBL3265020,15.010899032000111,1.0,0.0,1.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265023_CHEMBL3265022,CHEMBL3265023,CHEMBL3265022,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
syk_edge_CHEMBL3265023_CHEMBL3265028,CHEMBL3265023,CHEMBL3265028,44.026214748000086,3.0,0.0,3.0,7.0,0.0,no_charge
syk_edge_CHEMBL3265024_CHEMBL3265008,CHEMBL3265024,CHEMBL3265008,10.004336432000002,2.0,1.0,1.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265025_CHEMBL3265008,CHEMBL3265025,CHEMBL3265008,10.004336431999945,2.0,1.0,1.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265025_CHEMBL3265020,CHEMBL3265025,CHEMBL3265020,31.98982923999995,0.0,0.0,2.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265027_CHEMBL3265010,CHEMBL3265027,CHEMBL3265010,93.03135970400012,8.0,1.0,6.0,13.0,0.0,no_charge
syk_edge_CHEMBL3265027_CHEMBL3265020,CHEMBL3265027,CHEMBL3265020,59.02588040000006,4.0,0.0,4.0,9.0,0.0,no_charge
syk_edge_CHEMBL3265027_CHEMBL3265030_n,CHEMBL3265027,CHEMBL3265030_n,85.0527638440002,3.0,1.0,6.0,13.0,0.0,no_charge
syk_edge_CHEMBL3265027_CHEMBL3265033,CHEMBL3265027,CHEMBL3265033,133.0197494640002,1.0,1.0,8.0,15.0,0.0,no_charge
syk_edge_CHEMBL3265028_CHEMBL3265027,CHEMBL3265028,CHEMBL3265027,30.010564684000087,2.0,0.0,2.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265028_CHEMBL3265030_n,CHEMBL3265028,CHEMBL3265030_n,55.04219916000011,1.0,1.0,4.0,9.0,0.0,no_charge
syk_edge_CHEMBL3265029_CHEMBL3265016,CHEMBL3265029,CHEMBL3265016,29.015315716000032,2.0,0.0,2.0,5.0,0.0,no_charge
syk_edge_CHEMBL3265029_CHEMBL3265027,CHEMBL3265029,CHEMBL3265027,30.010564684000087,2.0,0.0,2.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265031_CHEMBL3265024,CHEMBL3265031,CHEMBL3265024,22.06835433200024,1.0,1.0,2.0,8.0,0.0,no_charge
syk_edge_CHEMBL3265031_CHEMBL3265030_n,CHEMBL3265031,CHEMBL3265030_n,28.03130012800011,0.0,0.0,2.0,6.0,0.0,no_charge
syk_edge_CHEMBL3265031_CHEMBL3265037,CHEMBL3265031,CHEMBL3265037,1.9792645559999187,0.0,0.0,0.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265032_CHEMBL3265022,CHEMBL3265032,CHEMBL3265022,11.015984412000023,4.0,1.0,1.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265032_CHEMBL3265027,CHEMBL3265032,CHEMBL3265027,85.0527638440002,1.0,1.0,6.0,13.0,0.0,no_charge
syk_edge_CHEMBL3265032_CHEMBL3265033,CHEMBL3265032,CHEMBL3265033,47.96698562,0.0,0.0,2.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265033_CHEMBL3265022,CHEMBL3265033,CHEMBL3265022,58.982970032000026,4.0,1.0,3.0,4.0,0.0,no_charge
syk_edge_CHEMBL3265034_CHEMBL3265026,CHEMBL3265034,CHEMBL3265026,7.021069792000105,3.0,1.0,1.0,2.0,0.0,no_charge
syk_edge_CHEMBL3265034_CHEMBL3265027,CHEMBL3265034,CHEMBL3265027,84.05751487600025,1.0,1.0,6.0,14.0,0.0,no_charge
syk_edge_CHEMBL3265034_CHEMBL3265033,CHEMBL3265034,CHEMBL3265033,48.962234587999944,0.0,0.0,2.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265034_CHEMBL3265037,CHEMBL3265034,CHEMBL3265037,31.005813651999972,2.0,0.0,2.0,3.0,0.0,no_charge
syk_edge_CHEMBL3265035_CHEMBL3264996,CHEMBL3265035,CHEMBL3264996,124.00481060800007,5.0,0.0,9.0,13.0,0.0,no_charge
syk_edge_CHEMBL3265035_CHEMBL3265024,CHEMBL3265035,CHEMBL3265024,17.96294579599987,1.0,0.0,1.0,1.0,0.0,no_charge
syk_edge_CHEMBL3265036_CHEMBL3265016,CHEMBL3265036,CHEMBL3265016,40.04253350800013,3.0,1.0,3.0,7.0,0.0,no_charge
syk_edge_CHEMBL3265036_CHEMBL3265029,CHEMBL3265036,CHEMBL3265029,69.05784922400017,1.0,1.0,5.0,12.0,0.0,no_charge
syk_edge_CHEMBL3265037_CHEMBL3265032,CHEMBL3265037,CHEMBL3265032,30.01056468400003,2.0,0.0,2.0,4.0,0.0,no_charge
tnks2_edge_1a_5d,1a,5d,76.03244300000043,4.0,0.0,5.0,10.0,0.0,no_charge
tnks2_edge_1b_1a,1b,1a,30.010564684000002,2.0,0.0,2.0,4.0,0.0,no_charge
tnks2_edge_1b_5c,1b,5c,61.99232777600042,2.0,0.0,3.0,6.0,0.0,no_charge
tnks2_edge_1b_5d,1b,5d,46.021878316000425,2.0,0.0,3.0,6.0,0.0,no_charge
tnks2_edge_1b_5h,1b,5h,58.04186481200048,4.0,0.0,4.0,10.0,0.0,no_charge
tnks2_edge_1b_5n,1b,5n,90.04809306400051,5.0,0.0,6.0,13.0,0.0,no_charge
tnks2_edge_3a_3b,3a,3b,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_3a_5m,3a,5m,33.985492808000004,1.0,0.0,2.0,1.0,0.0,no_charge
tnks2_edge_3a_7,3a,7,20.96509171199989,0.0,0.0,1.0,3.0,0.0,no_charge
tnks2_edge_5a_5c,5a,5c,33.96102764799997,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5a_5d,5a,5d,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5a_5j,5a,5j,35.981156375999944,0.0,0.0,2.0,0.0,0.0,no_charge
tnks2_edge_5a_5k,5a,5k,35.981156375999944,0.0,0.0,2.0,0.0,0.0,no_charge
tnks2_edge_5a_5n,5a,5n,62.01679293600006,3.0,0.0,4.0,7.0,0.0,no_charge
tnks2_edge_5b_5c,5b,5c,15.970449459999998,0.0,0.0,0.0,0.0,0.0,no_charge
tnks2_edge_5b_5j,5b,5j,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5b_5n,5b,5n,44.026214748000086,3.0,0.0,3.0,7.0,0.0,no_charge
tnks2_edge_5b_5o,5b,5o,58.04186481200014,4.0,0.0,4.0,10.0,0.0,no_charge
tnks2_edge_5d_5m,5d,5m,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
tnks2_edge_5e_5a,5e,5a,33.96102764799997,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5e_5h,5e,5h,3.9504629639999393,2.0,0.0,1.0,4.0,0.0,no_charge
tnks2_edge_5e_5i,5e,5i,19.945377583999914,1.0,0.0,0.0,3.0,0.0,no_charge
tnks2_edge_5e_5k,5e,5k,2.0201287279999747,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5e_5n,5e,5n,28.05576528800009,3.0,0.0,3.0,7.0,0.0,no_charge
tnks2_edge_5e_5p,5e,5p,42.071415352000145,4.0,0.0,4.0,10.0,0.0,no_charge
tnks2_edge_5f_5a,5f,5a,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5f_5i,5f,5i,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,no_charge
tnks2_edge_5f_5l,5f,5l,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5g_5a,5g,5a,33.96102764799997,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5g_5b,5g,5b,15.970449459999998,0.0,0.0,0.0,0.0,0.0,no_charge
tnks2_edge_5g_5d,5g,5d,15.970449459999998,0.0,0.0,0.0,0.0,0.0,no_charge
tnks2_edge_5g_5h,5g,5h,3.9504629639999393,2.0,0.0,1.0,4.0,0.0,no_charge
tnks2_edge_5h_5m,5h,5m,1.9956635679999977,1.0,0.0,0.0,1.0,0.0,no_charge
tnks2_edge_5i_5a,5i,5a,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
tnks2_edge_5i_5m,5i,5m,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5i_5o,5i,5o,62.01679293600006,3.0,0.0,4.0,7.0,0.0,no_charge
tnks2_edge_5k_5d,5k,5d,17.990578187999972,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5l_5e,5l,5e,2.0201287279999747,0.0,0.0,1.0,0.0,0.0,no_charge
tnks2_edge_5l_5j,5l,5j,0.0,0.0,0.0,0.0,0.0,0.0,no_charge
tnks2_edge_5l_5p,5l,5p,40.05128662400017,4.0,0.0,3.0,10.0,0.0,no_charge
tnks2_edge_5o_5m,5o,5m,44.026214748000086,3.0,0.0,3.0,7.0,0.0,no_charge
tnks2_edge_5p_5n,5p,5n,14.015650064000056,1.0,0.0,1.0,3.0,0.0,no_charge
tnks2_edge_7_3b,7,3b,2.974513523999917,0.0,0.0,0.0,3.0,0.0,no_charge
tnks2_edge_7_5d,7,5d,0.9952489679999417,0.0,0.0,0.0,1.0,0.0,no_charge
tnks2_edge_7_5j,7,5j,16.99532922000003,0.0,0.0,1.0,1.0,0.0,no_charge
tnks2_edge_7_8a,7,8a,40.05456099209022,2.0,1.0,3.0,9.0,1.0,charge_change
tnks2_edge_8a_5d,8a,5d,41.04980996009016,2.0,1.0,3.0,8.0,1.0,charge_change
tnks2_edge_8b_8a,8b,8a,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
tnks2_edge_8b_8d,8b,8d,15.010899032000054,1.0,0.0,1.0,2.0,0.0,constant_charge
tnks2_edge_8b_8f,8b,8f,0.9952489679999985,0.0,0.0,0.0,1.0,0.0,constant_charge
tnks2_edge_8c_5k,8c,5k,26.038910928090104,3.0,1.0,2.0,6.0,1.0,charge_change
tnks2_edge_8d_1a,8d,1a,116.08700399209059,2.0,1.0,8.0,19.0,1.0,charge_change
tnks2_edge_8d_8c,8d,8c,3.9749281239999164,1.0,0.0,0.0,3.0,0.0,constant_charge
tnks2_edge_8d_8f,8d,8f,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
tnks2_edge_8e_5k,8e,5k,40.05456099209016,2.0,1.0,3.0,9.0,1.0,charge_change
tnks2_edge_8e_8a,8e,8a,16.995329219999974,0.0,0.0,1.0,1.0,0.0,constant_charge
tnks2_edge_8e_8b,8e,8b,2.979679155999918,1.0,0.0,0.0,2.0,0.0,constant_charge
tnks2_edge_8e_8c,8e,8c,14.015650064000056,1.0,0.0,1.0,3.0,0.0,constant_charge
tnks2_edge_8f_5m,8f,5m,40.05456099209016,2.0,1.0,3.0,9.0,1.0,charge_change
tnks2_edge_8f_8a,8f,8a,13.020401096000057,1.0,0.0,1.0,4.0,0.0,constant_charge
