,ligand,target,DG_Exp.,dDG_Exp.,DG_OpenFF-1.0,DG_OpenFF-1.0_converged,DG_OpenFF-1.2,DG_OpenFF-1.2_converged,DG_OpenFF-2.0,DG_OpenFF-2.0_converged,DG_OPLS3e,DG_GAFF2,DG_cGenFF,DG_Consensus_OpenFF_GAFF2_cGenFF,DG_Consensus_OpenFF_GAFF2,DG_Consensus_all,dDG_OpenFF-1.0,dDG_OpenFF-1.0_converged,dDG_OpenFF-1.2,dDG_OpenFF-1.2_converged,dDG_OpenFF-2.0,dDG_OpenFF-2.0_converged,dDG_OPLS3e,dDG_GAFF2,dDG_cGenFF,dDG_Consensus_OpenFF_GAFF2_cGenFF,dDG_Consensus_OpenFF_GAFF2,dDG_Consensus_all
p38_lig_p38a_2h,p38a_2h,p38,-9.55,0.19,-10.19454201688153,-10.365853220608967,,,-9.712204492892537,-9.641147126599561,-9.904719670455098,-8.602516488962628,-7.020016353707531,-8.344268431396491,-8.949017464057416,-8.805851568557802,0.1680066453714823,0.1600006365163577,,,0.20708293315278395,0.20514919839405127,0.04612274363428074,0.24255822173630875,0.3601295268725892,0.40560251146305565,0.28084879405338,0.12616817723306453
p38_lig_p38a_2i,p38a_2i,p38,-10.13,0.21,-10.130797018979196,-10.298070665258548,,,-10.557119976297702,-10.566524026014216,-10.558082034404745,-11.435940123817621,-9.581655247760608,-10.710429503299768,-11.200452183737182,-10.476014014372115,0.22807451533306494,0.2213761429190079,,,0.1887967359841184,0.18672198107564036,0.05687934974205386,0.17507233958934706,0.16578599745300077,0.24748213381841835,0.21606135847837446,0.09020557554593388
p38_lig_p38a_2gg,p38a_2gg,p38,-10.74,0.08,-10.08233122739431,-10.25150626865267,,,-10.13451698471254,-10.15677245205124,-10.510698552710119,-10.481229754397205,-10.198645704478201,-10.380076158412086,-10.365028684826129,-10.32609367343462,0.17024638204368797,0.16315060554461142,,,0.14927577003326556,0.14909075905174546,0.0700976885535462,0.26993173937503817,0.130465213313925,0.247848157069106,0.2205974521160901,0.0945036871358512
p38_lig_p38a_2ff,p38a_2ff,p38,-11.53,0.09,-11.268903555884826,-11.438496946271789,,,-11.109128430496863,-11.13194287849897,-11.039002777859226,-11.51971150412225,-10.586758734065324,-11.051128102719296,-11.346766950389023,-10.962223525274819,0.13513089945491163,0.12571893271279183,,,0.16813580323068425,0.1669678749692702,0.07096451585325796,0.17239525183656565,0.09916297762924603,0.19458580182527677,0.21640982828536987,0.07381157613191856
p38_lig_p38a_2q,p38a_2q,p38,-12.35,0.12,-13.951371798195837,,,,-12.456060107598976,-12.60849333547763,-13.203711241368344,-11.868317094793303,-14.539041869275874,-11.827849265389826,-11.497408724175589,-13.065802538736335,0.9630790223075015,,,,0.3125346150020597,0.3251106856166373,0.09247950792859745,0.30138155360411784,0.36064583160775077,0.9897626252169086,0.690599348887217,0.14636997205486407
p38_lig_p38a_2r,p38a_2r,p38,-10.87,0.1,-12.094070482643797,-12.264106161758177,,,-11.581050909478213,-11.606008655481151,-12.472457493447909,-10.802810225530894,-12.906539439569045,-11.921627362126241,-11.45917969709012,-11.96679173564745,0.2711704324363482,0.2622298977168512,,,0.23469386634735293,0.23394950728375555,0.06853903024158511,0.2734131448692814,0.14260819567146837,0.5897205886934719,0.401220636992181,0.11386419556900358
p38_lig_p38a_2l,p38a_2l,p38,-12.35,0.06,-12.175342921469438,-12.345000460147476,,,-11.982719397565416,-12.005222460276164,-12.534947033011433,-11.985203411543617,-12.40521043446716,-12.331050515111238,-11.978651646189075,-12.189940285872796,0.1887075371545982,0.18158810777907303,,,0.1720227845856068,0.17017514048240742,0.05374839786452356,0.21297838051775456,0.143081076714783,0.2864172464150143,0.23820697082348224,0.08623716360740763
p38_lig_p38a_2n,p38a_2n,p38,-11.94,0.15,-13.20949525916488,-13.374507161074442,,,-12.19034780427682,-12.228871658051878,-12.12748452260292,-12.047782351572268,-12.696044127031831,-12.434506130011327,-12.079316937286467,-12.230095866708842,0.20295229666472173,0.19682423155278836,,,0.23411893016306384,0.23053207524817595,0.05830793211126495,0.21632852327079088,0.15056486927219132,0.2915511449185246,0.24360473824688217,0.09368288214927344
p38_lig_p38a_2o,p38a_2o,p38,-10.57,0.12,-10.700071515776983,-10.865336640961601,,,-9.991801438206142,-10.01302267732537,-10.750652561120956,-9.937148922758508,-11.220473263584376,-10.285357445604003,-9.922880137928288,-10.459930887230346,0.2447332889737684,0.23626925579101357,,,0.18928827624471706,0.18605339410245403,0.053342676330782504,0.2590570848776261,0.34768621462184746,0.3302426300260814,0.3222898408711158,0.12193254384038885
p38_lig_p38a_2p,p38a_2p,p38,-11.29,0.05,-11.565769921617713,-11.731581374124145,,,-11.480329412641437,-11.498365171364702,-11.982395723780279,-11.505402774548598,-12.134184636548998,-11.72976390124878,-11.240009895540519,-11.754496720656451,0.2198427706099703,0.2156856729636121,,,0.22202955819920872,0.21912701639257837,0.08129953021735023,0.275537260400566,0.18753400328508452,0.37197454139676395,0.34525898734318244,0.10581642948997402
p38_lig_p38a_2m,p38a_2m,p38,-11.04,0.07,-12.797694136464807,-12.965972144554714,,,-12.488996335525693,-12.49258838892934,-13.062743976557213,-12.035856994245275,-11.120248037035612,-12.381489228058392,-12.758794965996149,-12.15505748133071,0.36238443054094005,0.3589584951262708,,,0.2179148997447604,0.2220375728409539,0.05255992060826452,0.3242451063590636,0.35206970618789585,0.3309928471402662,0.32635550382607625,0.13493541488535538
p38_lig_p38a_2k,p38a_2k,p38,-10.63,0.1,-9.57960209932054,-9.74510590183365,,,-9.750306846774512,-9.746953500787464,-9.761763519181121,-10.331708316736208,-10.188007108548376,-10.041034805108783,-9.976216268268587,-9.97378079601235,0.16861641621228046,0.16357886596825028,,,0.17853275888875852,0.18189901973403252,0.04434522509755814,0.19836840748440518,0.11165510928170498,0.2939469749028406,0.21565075270124187,0.07813407971458144
p38_lig_p38a_2s,p38a_2s,p38,-11.19,0.09,-12.582576049886418,-12.744397043236114,,,-11.607685937246519,-11.630814116614937,-10.487696735243011,-10.641498707667653,-11.696185082642737,-11.366842566268083,-11.170015692026471,-11.096215312740593,0.2974214092269117,0.29601464221380497,,,0.18113326857862644,0.18053136007135853,0.08187230616337342,0.22595160890468344,0.23168067432172293,0.3594979117102531,0.42347493558475197,0.100021722989192
p38_lig_p38a_2t,p38a_2t,p38,-11.94,0.09,-11.097263295079529,-11.265854051065723,,,-11.322797012048241,-11.345008683052184,-11.113696333033399,-11.597849311345472,-11.999864937959215,-11.644939012198346,-11.399741763450693,-11.489306170030446,0.14402581063681436,0.13581198143582474,,,0.1326513599232825,0.1312930382117179,0.07142673947748443,0.19953170717368734,0.1253864552971413,0.3904780013167565,0.22715966809776292,0.07593121041186995
p38_lig_p38a_2u,p38a_2u,p38,-12.35,0.06,-16.10507338273825,,,,-11.734932003546275,,-13.497052936258497,-11.319360434993815,-15.885876685487224,-12.688216687762305,-11.983969315967482,-13.440840521135556,1.090405502020684,,,,0.42074290940347603,,0.12964275527434738,0.5415946200993865,0.6996743244140902,1.008702028288916,0.7176476119439351,0.3155737870741276
p38_lig_p38a_2v,p38a_2v,p38,-9.04,0.17,-7.515371440567341,-7.6859131707616575,,,-8.680718894613715,-8.705113292032232,-8.067825093269265,-8.654926025427633,-9.313587494926454,-9.265844832362466,-9.102590611979851,-8.667404834268666,0.20979380716923432,0.20404434646185596,,,0.2178200229456308,0.22127955738907532,0.03987687528973194,0.3304374670306875,0.12964856666281296,0.33161798000124715,0.3981178727691745,0.10891201794204201
p38_lig_p38a_2x,p38a_2x,p38,-10.31,0.15,-9.774575908950569,-9.946761525972715,,,-10.426960118959062,-10.410909085427273,-10.223618476557771,-9.834073559930408,-10.678295523915699,-10.690003012999572,-10.492658112475217,-10.284945353291993,0.289387040698646,0.287187907673078,,,0.26069031425099654,0.2638629034943584,0.07129820706635959,0.4021655997567194,0.24236096957137532,0.37435705203762837,0.45801804411576597,0.14458451076273404
p38_lig_p38a_2y,p38a_2y,p38,-9.85,0.23,-9.671687546097226,-9.921232485621317,,,-10.755823865094062,-10.568446625365576,-10.202742643466356,-10.135751304202445,-10.260948026404918,-10.28086928981165,-10.772136165056232,-10.297440102147814,0.26795451679217747,0.2646458122490916,,,0.3149286188526848,0.32348119759432664,0.1527897737635331,0.453500986742819,0.4152555156829773,0.5636659710918831,0.5186994071261256,0.18296836360590177
p38_lig_p38a_3fly,p38a_3fly,p38,-11.53,0.04,-9.747930263522292,-9.914875268646513,,,-10.57182685954611,-10.550048577427669,-10.745135186977812,-10.358314124238335,-10.040010724428658,-11.17592657596936,-11.009839386599925,-10.4521998395828,0.22501251785655732,0.2194423414395539,,,0.2400492948555359,0.2440828379428853,0.06051482577853743,0.343150928355298,0.2711553166145918,0.34814991292993497,0.41719566128460667,0.1426348321066485
p38_lig_p38a_3fmh,p38a_3fmh,p38,-10.92,0.0,-10.915493677019853,-11.083665461802097,,,-10.14815465620426,-10.146641056496017,-10.917237493760174,-10.054072069834385,-10.92181105085842,-10.859386541178539,-10.854014255921207,-10.572677515376501,0.2420919009064559,0.23596049161577645,,,0.2649571362058009,0.2673082597827214,0.058994606424363,0.39067198040606915,0.3639783892935677,0.45647159210974625,0.449697015550946,0.1551198544570537
p38_lig_p38a_3fmk,p38a_3fmk,p38,-11.94,0.21,-12.404292582329687,,,,-13.187014634347424,-13.551779958698903,-13.132231024605044,-11.798630594946163,-11.23859433804578,-11.938246604720891,-13.274459002617988,-12.479710727959265,0.3423653819559729,,,,0.30223695575026205,0.3277120130714951,0.06377318283111479,0.39391241340382177,0.2949165240931976,0.6834116284659291,0.571725444788777,0.1508597943998301
p38_lig_p38a_2z,p38a_2z,p38,-10.44,0.19,-9.994803496623945,-10.715707373493983,,,-10.267686504772799,-8.92177995869893,-10.694281829872562,-10.860304171494468,-9.262432484933639,-9.608776546474694,-9.327880130107527,-10.165165418636189,0.34326372660595034,0.41050335462360665,,,0.36332371578487993,0.6479839888759262,0.1418012511115528,0.41083751297279725,0.3882011436087389,0.5333877190329912,0.4991599258303771,0.19595381501099526
p38_lig_p38a_3flq,p38a_3flq,p38,-10.02,0.24,-9.577486353882424,-8.8015419353132,,,-11.180953288152288,-10.293381910761,-10.666815440733846,-9.803909620963113,-10.412003811891164,-10.313678017444587,-10.170796384606195,-10.616785130522581,0.44138576813096525,0.9433494140110554,,,0.40541149496208184,0.5426895995051692,0.15484714843374026,0.38356238406193016,0.6509289669066458,0.5232765540510498,0.4708780373470869,0.23336591723069425
p38_lig_p38a_3flz,p38a_3flz,p38,-9.57,0.2,-10.098272484400285,-10.297345752284842,,,-9.64263654979653,-9.789983878284433,-9.311020113965347,-10.505473468037785,-8.84613851199802,-9.712990391755874,-10.190204898074034,-9.605480126796733,0.17725107165745405,0.1716815446695807,,,0.18427578233527916,0.18377749420759662,0.04353528023973227,0.19029235892712512,0.1818841592932731,0.23496923530927083,0.27203215527481506,0.08905077887908863
ptp1b_lig_20667_2qbp,20667_2qbp,ptp1b,-11.53,0.0,-9.024524095630934,-9.837867919655649,,,-10.42236401318635,-9.306449959760132,-10.975408586645269,-10.728931746189152,-10.377199087454546,-10.304360762984652,-10.675548515372554,-10.374000353196761,0.36316675062849774,0.5478821072364827,,,0.34394182528957945,0.9631871951924897,0.08307102982295089,0.3888501239011303,0.18204544749687038,0.36930044765381376,0.34576456079318757,0.1778955617989591
ptp1b_lig_23479,23479,ptp1b,-9.23,0.0,-9.038324768694922,-9.010473783298478,,,-9.024424106215116,-9.986449959760117,-9.14366443694742,-9.18749779945356,-9.22929628914035,-8.959801881230543,-8.622324188206578,-8.92262465827916,0.21528014787997313,0.35867943717819695,,,0.2759054676668572,0.5096556491767323,0.0694200752016629,0.21746896046758782,0.15087700937332493,0.2573392135571112,0.2539451858489937,0.14131416318042217
ptp1b_lig_23482,23482,ptp1b,-10.1,0.0,-9.10276313670163,-9.566165972454183,,,-9.877068001314314,-10.456449959760109,-9.783696148546113,-8.718645737926966,-10.090735810567994,-9.176143653377277,-8.58206620397619,-9.414486942308883,0.2784399428682026,0.3998204813556164,,,0.33643146664802337,0.8166875324595229,0.07554712315213252,0.28997423895448005,0.14324903482372173,0.3178124484459381,0.2819929321810571,0.150212295618136
ptp1b_lig_23484,23484,ptp1b,-7.82,0.0,-8.333005281532115,,,,-11.945123382813277,-8.747560434491861,-6.281083874848703,-8.952167250987765,-7.5316787182180756,-8.891001845818208,-9.850962828541356,-8.418396515929595,0.37338812937501314,,,,0.3714680480085213,1.16011260611627,0.08725877898528696,0.48847131972978974,0.2770669222453549,0.6690657116827609,0.8813513855431643,0.22144107395850504
ptp1b_lig_23485,23485,ptp1b,-11.11,0.0,-7.396118398759711,-8.653838489038751,,,-8.389479535763522,-7.220893767825176,-9.426992125019542,-10.288834955096089,-8.30249508431872,-8.585406641498455,-8.86175844775303,-8.80114423707467,0.28613135387765126,0.5674217646825356,,,0.32453513460935607,0.9730802441835832,0.0845485367933625,0.3978109598531233,0.2193989087255711,0.4117826890221497,0.5025451586099929,0.17488523178580595
ptp1b_lig_23486,23486,ptp1b,-12.58,0.0,-9.72953291916961,-10.77693553743835,,,-11.474050160128405,-10.298765464933753,-11.241528050018823,-11.135833489598214,-9.140235538571057,-9.52475418676465,-10.251092455532067,-10.331729982664083,0.39130750821908905,0.5683221442432891,,,0.3516847419070888,0.9903379533982821,0.08791959526284736,0.2863077016755775,0.181944336201487,0.35443642056352653,0.30458662715533946,0.19049420392347385
ptp1b_lig_20669_2qbr,20669_2qbr,ptp1b,-8.69,0.0,-8.567709416809459,-8.724027085001735,,,-8.154127054061139,-8.407426340497548,-8.907168344704877,-10.04944854507854,-9.285593904224015,-9.227757502307595,-9.097811415380802,-9.361225782788765,0.3329549651394202,0.5476387385540867,,,0.3014693706191355,0.5881600163213864,0.08224451051310244,0.5178986776784523,0.18639815500119913,0.42669143442702606,0.4196715467690416,0.17404835996338924
ptp1b_lig_23466,23466,ptp1b,-7.92,0.0,-8.44348728904661,-8.548582890819548,,,-6.71607707618501,-7.351244617305069,-7.227365775163086,-7.962658102595021,-8.31889619623674,-8.174333718188567,-8.330757879442535,-7.680090017240973,0.19319211646064666,0.38161353618645355,,,0.2205474010098494,0.5115247243742,0.057651077193473094,0.31570156172755903,0.10150514838157769,0.24406236706822756,0.23245405286400156,0.12461228791706168
ptp1b_lig_23472,23472,ptp1b,-8.73,0.0,-9.721566472339283,-9.877401865888494,,,-9.671096979647292,-9.93742634049753,-8.946143697752998,-9.737717477550763,-9.36096804355043,-9.960414584880471,-10.566319232342027,-9.874936247508222,0.4787869998599899,0.5993664659205158,,,0.3735787745292286,0.6335579656651689,0.10063385751942537,1.1234676306171199,0.4103905783391551,0.7629049581804012,0.7964470468267905,0.3661146486019528
ptp1b_lig_20670_2qbs,20670_2qbs,ptp1b,-9.17,0.0,-9.506100485841111,-9.634613835472015,,,-9.193717837782673,-9.783313177599572,-9.544339174543898,-8.364745236856601,-9.187547989212709,-8.331229380409805,-7.747938686349599,-8.99063818540129,0.20041887077178575,0.36560741270625813,,,0.22988680311308313,0.4919969114213847,0.06383733134702185,0.357052202314015,0.13827839890168797,0.2707693229696922,0.26275945206551077,0.13907069824070983
ptp1b_lig_23330_2qbq,23330_2qbq,ptp1b,-10.22,0.0,-10.253638487843649,-10.35855795912421,,,-9.730655257145134,-10.335810522150245,-11.184410857278008,-8.538754898733185,-10.398222466481293,-8.879887759972332,-8.211194276354156,-9.911849210093107,0.27929067749582337,0.4026922921515287,,,0.2876548617660566,0.5132433527047726,0.08730906413251625,0.26374803474611086,0.2690479923350425,0.5331375399116003,0.37492594528811096,0.1520557414265348
ptp1b_lig_23477,23477,ptp1b,-8.93,0.0,-8.700014735207628,-8.717824304432765,,,-9.506874921123663,-10.124577950638411,-8.844821637706954,-8.505860040420007,-8.643973438439607,-8.312317603681699,-8.002077067875904,-8.746351236301152,0.21661241974662507,0.33398807115026546,,,0.24145964279634824,0.4830163652326185,0.07165265355123518,0.19337806978494057,0.10606220542452742,0.2438710125825272,0.2388968208406137,0.1132195517439602
ptp1b_lig_23483,23483,ptp1b,-9.97,0.0,-9.448681181174223,-9.267140449965149,,,-10.130495574997758,-11.313116626426785,-10.226097792525648,-9.113147351109433,-10.009468972013455,-9.396910904985049,-9.25154507468031,-9.544860640104812,0.5049498748253679,0.8706392440829407,,,0.3771596156199203,0.5949428127588107,0.08963945131759445,0.5351389630871385,0.2342809541324445,0.3801707759641332,0.39102642915903196,0.22068079859863024
ptp1b_lig_23475,23475,ptp1b,-8.8,0.0,-9.587906528908846,-9.73571384756539,,,-8.548401210198907,-8.597911283971742,-9.233281595179841,-8.69265864732645,-9.798374877195474,-9.259957996527838,-9.126094827341198,-9.056497182938598,0.33090586337683764,0.43447708166839605,,,0.4142189164665812,0.6726689614536011,0.08749674436291302,0.41504031574229433,0.30648458725100375,0.4680783606771793,0.4057696138969706,0.19710431585397145
ptp1b_lig_23467,23467,ptp1b,-7.41,0.0,-8.343705183474029,-8.521157637766102,,,-6.92731666580103,-7.454577950638411,-7.136230511890985,-7.544973749526517,-8.092903384836276,-7.617244745749332,-7.174148153888248,-7.655174625541048,0.20978357918444793,0.30961784446960183,,,0.23258332827301556,0.483016365232617,0.05918414174794194,0.21174339876842557,0.12275097866659368,0.2809752287895862,0.3013384671699443,0.12416141447289945
ptp1b_lig_23468,23468,ptp1b,-7.82,0.0,-8.381839868824777,-8.524440814704791,,,-6.751981913384715,-7.631244617305077,-7.937140206156335,-8.786768742244785,-7.936288683020075,-8.460425350139758,-8.637399541559883,-8.120711155031119,0.23510716978347218,0.33122700840985697,,,0.27123063751926996,0.7198568053045854,0.07564261231683486,0.5814412170997039,0.11702590524493976,0.5509994798287607,0.7503967176399003,0.18901735646000334
ptp1b_lig_23469,23469,ptp1b,-7.79,0.0,-8.44767450483769,-8.609178566672812,,,-8.170536816864935,-8.498922578577764,-8.178922406394303,-8.870805089446172,-9.068183886890541,-9.068536202944387,-9.110055198701843,-8.690129136404064,0.3848998808790307,0.532973845223317,,,0.38262140687339435,0.5985380790026618,0.07960821918600401,0.5590124659265716,0.2137078921184116,0.4442499632738818,0.46345960829828536,0.21111271340500648
ptp1b_lig_23470,23470,ptp1b,-7.79,0.0,-8.043986675623053,-7.974349427785857,,,-8.703475124731211,-9.097911283971738,-9.023938806029104,-8.247066589631139,-8.082628765701415,-9.109428679806738,-9.304220347235159,-8.719056891819553,0.3677235528494731,0.4529845042553976,,,0.7104060571031043,0.9148658633256979,0.08658728589044205,0.7748893551179729,0.13444428492991245,0.8368924441732617,1.009811244540781,0.3053999153930308
